ID	Query	realCost	noKnowledgeCost	predicatesDataCost	joins	triplesWithFilter
136	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Secretory_vesicle> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	2.0	21.0	2.0	1.9	1.9
147	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Pamela_Williams> wo:instrument ?instr . ?instr rdfs:label ?instrName . ?instr wo:thumbnail ?thumbURL . FILTER langMatches( lang(?instrName), "EN" ) }	1.0	21.0	3.36	3.13	3.13
166	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Marty_Ehrlich> wo:genre ?genre . ?genre rdfs:label ?genreName . ?genre wo:abstract ?genreAbstract . FILTER langMatches( lang(?genreName), "EN" ) FILTER langMatches( lang(?genreAbstract), "EN" ) }	3.0	21.0	2.84	2.66	2.66
171	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Alex_Acuña> wo:genre ?genre . ?genre rdfs:label ?genreName . ?genre wo:abstract ?genreAbstract . FILTER langMatches( lang(?genreName), "EN" ) FILTER langMatches( lang(?genreAbstract), "EN" ) }	4.0	21.0	2.84	2.66	2.66
181	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Tal_Wilkenfeld> wo:instrument ?instr . ?instr rdfs:label ?instrName . ?instr wo:thumbnail ?thumbURL . FILTER langMatches( lang(?instrName), "EN" ) }	2.0	21.0	3.36	3.13	3.13
215	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?parent ?label_parent ?comment_parent ?validChild ?label_child ?comment_child WHERE { ?parent dcterms:subject <http://dbpedia.org/resource/Category:German_nuclear_physicists> . ?parent <http://dbpedia.org/property/doctoralStudents> ?validChild. ?parent rdfs:label ?label_parent. FILTER (lang(?label_parent) = 'en' ) OPTIONAL { ?parent rdfs:comment ?comment_parent FILTER (lang(?comment_parent) = 'en' )}?validChild dcterms:subject <http://dbpedia.org/resource/Category:Living_people> . ?validChild rdfs:label ?label_child. FILTER (lang(?label_child) = 'en' ) OPTIONAL { ?validChild rdfs:comment ?comment_child FILTER (lang(?comment_child) = 'en' )}} LIMIT 1000 OFFSET 0	31.0	22.0	31.17	31.17	31.17
234	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Alveoli> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	2.0	21.0	2.0	1.9	1.9
256	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX dbpp: <http://dbpedia.org/property/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { <http://dbpedia.org/resource/Coaltar_of_the_Deepers> <http://dbpedia.org/ontology/hometown> ?puri . ?auri <http://dbpedia.org/ontology/hometown> ?puri ; a ?type ; foaf:name ?aname . ?puri rdfs:label ?pname . FILTER (LANG(?pname)="en") FILTER ( REGEX (STR(?type),"music","i") ) FILTER (?puri != <http://dbpedia.org/resource/United_States>) } LIMIT 10	3.0	1.0	1.0	1.0	1.0
269	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX dbpprop: <http://dbpedia.org/property/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> select distinct ?abs ?ign ?label ?date where {OPTIONAL{<http://dbpedia.org/resource/Dungeon_Siege_III> dbpedia-owl:developer ?dev. ?dev rdfs:label ?label.} <http://dbpedia.org/resource/Dungeon_Siege_III> dbpedia-owl:abstract ?abs. OPTIONAL{<http://dbpedia.org/resource/Dungeon_Siege_III> dbpedia-owl:releaseDate ?date.} OPTIONAL{<http://dbpedia.org/resource/Dungeon_Siege_III> dbpprop:ign ?ign.} FILTER( lang(?label) = "en" ). FILTER( lang(?abs) = "en" ).} LIMIT 1	2.0	21.0	2.23	2.11	2.11
276	PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdf: <http://xmlns.com/foaf/0.1/> PREFIX foaf: <http://www.w3.org/2001/XMLSchema#> PREFIX dc: <http://purl.org/dc/elements/1.1/> PREFIX db: <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/property/> PREFIX dbpedia: <http://dbpedia.org/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX db: <http://dbpedia.org/resource/> PREFIX db-prop: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX db-owl: <http://dbpedia.org/ontology/> PREFIX geo: <http://www.w3.org/2003/01/geo/wgs84_pos#> SELECT ?predecessor_name ?predecessor_pic ?predecessor WHERE {<http://dbpedia.org/resource/Sigismund,_Holy_Roman_Emperor> db-owl:predecessor ?predecessor . ?predecessor rdfs:label ?predecessor_name . ?predecessor db-owl:thumbnail ?predecessor_pic . FILTER(langMatches(lang(?predecessor_name), "EN"))}	2.0	21.0	2.49	2.34	2.34
289	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Node_of_ranvier> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	2.0	21.0	2.0	1.9	1.9
290	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX dbpp: <http://dbpedia.org/property/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { <http://dbpedia.org/resource/Staind> <http://dbpedia.org/ontology/hometown> ?puri . ?auri <http://dbpedia.org/ontology/hometown> ?puri ; a ?type ; foaf:name ?aname . ?puri rdfs:label ?pname . FILTER (LANG(?pname)="en") FILTER ( REGEX (STR(?type),"music","i") ) FILTER (?puri != <http://dbpedia.org/resource/United_States>) } LIMIT 10	2.0	1.0	1.0	1.0	1.0
300	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> select distinct ?object ?value ?valueLabel where { ?object dcterms:subject <http://dbpedia.org/resource/Category:Liberal_democracies>. optional { ?object rdfs:label ?objLabel. filter(lang(?objLabel)='en'). } ?object <http://dbpedia.org/ontology/wikiPageID> ?value0 . ?object <http://dbpedia.org/ontology/wikiPageRevisionID> ?value1 . ?object <http://dbpedia.org/ontology/wikiPageID> ?value. optional { ?value rdfs:label ?valueLabel. filter(lang(?valueLabel)='en'). } } offset 0	1.0	421.0	59.35	56.43	50.89
301	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Carol_Kaye> wo:instrument ?instr . ?instr rdfs:label ?instrName . ?instr wo:thumbnail ?thumbURL . FILTER langMatches( lang(?instrName), "EN" ) }	4.0	21.0	3.36	3.13	3.13
339	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Myoepithelium> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	2.0	21.0	2.0	1.9	1.9
344	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX dbpp: <http://dbpedia.org/property/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { <http://dbpedia.org/resource/Gary_Husband> <http://dbpedia.org/ontology/hometown> ?puri . ?auri <http://dbpedia.org/ontology/hometown> ?puri ; a ?type ; foaf:name ?aname . ?puri rdfs:label ?pname . FILTER (LANG(?pname)="en") FILTER ( REGEX (STR(?type),"music","i") ) FILTER (?puri != <http://dbpedia.org/resource/United_States>) } LIMIT 10	3.0	1.0	1.0	1.0	1.0
349	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?parent ?label_parent ?comment_parent ?validChild ?label_child ?comment_child WHERE { ?parent dcterms:subject <http://dbpedia.org/resource/Category:Alan_Turing> . ?parent <http://dbpedia.org/property/knownFor> ?validChild. ?parent rdfs:label ?label_parent. FILTER (lang(?label_parent) = 'en' ) OPTIONAL { ?parent rdfs:comment ?comment_parent FILTER (lang(?comment_parent) = 'en' )}?validChild dcterms:subject <http://dbpedia.org/resource/Category:English_inventions> . ?validChild rdfs:label ?label_child. FILTER (lang(?label_child) = 'en' ) OPTIONAL { ?validChild rdfs:comment ?comment_child FILTER (lang(?comment_child) = 'en' )}} LIMIT 1000 OFFSET 0	66.0	22.0	31.17	31.17	31.17
352	PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wiki: <http://dbpedia.org/resource/> PREFIX wo: <http://dbpedia.org/ontology/> PREFIX wp: <http://dbpedia.org/property/> SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/Tab_Benoit> wo:instrument ?instr . ?instr rdfs:label ?instrName . ?instr wo:thumbnail ?thumbURL . FILTER langMatches( lang(?instrName), "EN" ) }	1.0	21.0	3.36	3.13	3.13
376	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX mo: <http://purl.org/ontology/mo/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX sim: <http://purl.org/ontology/similarity/> PREFIX dbpo: <http://dbpedia.org/ontology/> PREFIX dbpp: <http://dbpedia.org/property/> SELECT DISTINCT ?auri ?aname ?puri ?pname WHERE { <http://dbpedia.org/resource/Amel_Bent> <http://dbpedia.org/ontology/hometown> ?puri . ?auri <http://dbpedia.org/ontology/hometown> ?puri ; a ?type ; foaf:name ?aname . ?puri rdfs:label ?pname . FILTER (LANG(?pname)="en") FILTER ( REGEX (STR(?type),"music","i") ) FILTER (?puri != <http://dbpedia.org/resource/United_States>) } LIMIT 10	1.0	1.0	1.0	1.0	1.0
